"STNAME","CTYNAME","TOT_POP","TOT_MALE","TOT_FEMALE","total_votes","per_gop","Crude.Prevalence.Estimate","race"
"Illinois","Stephenson County",43105,21096,22009,20965,58.8933937514906,17.2,84.7326296253335
"Illinois","Tazewell County",129541,64309,65232,67966,62.4591707618515,17,95.1976594282891
"Illinois","Union County",16667,8438,8229,8224,70.9751945525292,17.7,94.4381112377752
"Illinois","Vermilion County",71652,35891,35761,29509,67.0202311159307,18.3,81.3947970747502
"Illinois","Wabash County",10942,5496,5446,5377,76.1577087595313,17.7,95.1836958508499
"Illinois","Warren County",16185,8113,8072,7432,61.6119483315393,17.4,91.6589434661724
"Illinois","Washington County",13536,6864,6672,7561,77.9262002380637,17.1,96.5794917257683
"Illinois","Wayne County",15761,7898,7863,8267,84.9038345228015,18.1,96.7895438106719
"Illinois","White County",13401,6628,6773,7064,79.0770101925255,17.9,96.9554510857399
"Illinois","Whiteside County",54498,27127,27371,26429,56.3698967043778,16.8,94.7154024000881
"Illinois","Will County",700728,349432,351296,324971,48.5187909074964,15,77.3916555353861
"Illinois","Williamson County",66706,33475,33231,32998,68.749621189163,17.5,90.6425209126615
"Illinois","Winnebago County",280922,137581,143341,121048,48.9533077787324,17.5,78.4278198218723
"Illinois","Woodford County",38285,19148,19137,21113,70.274238620755,16.6,96.4372469635628
"Indiana","Adams County",36288,18072,18216,13959,75.4208754208754,23.4,97.1946649029982
"Indiana","Allen County",394545,194098,200447,162979,55.3954803993152,22.4,78.2032467779341
"Indiana","Bartholomew County",84003,42435,41568,35464,62.6550868486352,22.7,87.0861754937324
"Indiana","Benton County",8729,4468,4261,3954,72.6605968639353,23.6,96.1049375644404
"Indiana","Blackford County",11893,5841,6052,5135,74.2161635832522,23.5,95.6865382998402
"Indiana","Boone County",76120,38071,38049,40062,57.0116319704458,21.4,89.8331581713085
"Indiana","Brown County",15653,7870,7783,8627,65.4572852671844,21.9,96.179646074235
"Indiana","Carroll County",20525,10439,10086,9177,75.209763539283,23,96.8477466504263
"Indiana","Cass County",37666,19063,18603,14207,72.39389033575,22.6,91.6476397812351
"Indiana","Clark County",125467,61644,63823,58570,59.303397643845,23.7,86.2625232132752
"Indiana","Clay County",26460,13148,13312,12050,77.6265560165975,23.8,96.7422524565382
"Indiana","Clinton County",32730,16306,16424,12443,73.1977818853974,22.8,96.4191872899481
"Indiana","Crawford County",10438,5319,5119,5011,73.1989622829774,24.3,96.7139298716229
"Indiana","Daviess County",33656,16927,16729,11445,81.4504150283967,23.7,94.5477775136677
"Indiana","Dearborn County",51215,25614,25601,26588,78.3962689935309,22.5,96.9227765303134
"Indiana","Decatur County",26399,13283,13116,12111,78.366774007101,22.8,96.0112125459298
"Indiana","DeKalb County",44198,22130,22068,19785,72.6661612332575,23.1,96.7668220281461
"Indiana","Delaware County",112321,54279,58042,45736,56.9944901171943,24.6,87.8393176698925
"Indiana","Dubois County",43546,22021,21525,21406,69.9943940951135,22.2,96.589813071235
"Indiana","Elkhart County",206409,102739,103670,69694,65.5034866703016,22,89.2998851794253
"Indiana","Fayette County",23362,11536,11826,9838,77.5055905671884,24.3,96.4557828953001
"Indiana","Floyd County",80809,39434,41375,41144,56.8928640871087,22.2,89.6397678476407
"Indiana","Fountain County",16731,8375,8356,7981,79.0753038466358,23,96.5034965034965
"Indiana","Franklin County",23096,11507,11589,12032,81.532579787234,22.6,97.5190509179079
"Indiana","Fulton County",20358,10284,10074,8851,74.940684668399,23.4,95.9180666077218
"Indiana","Gibson County",32904,16763,16141,15897,74.8317292570925,23.6,93.6299538050085
"Indiana","Grant County",66200,32035,34165,25133,69.9478772928023,23.6,87.5196374622357
"Indiana","Greene County",31196,15697,15499,14633,76.0746258456912,23.4,97.374663418387
"Indiana","Hamilton County",371645,182884,188761,196441,52.0858680214415,20.2,84.5255553014301
"Indiana","Hancock County",86166,42611,43555,44431,65.9179401769035,22.1,91.0138569737483
"Indiana","Harrison County",40006,20066,19940,20440,72.5538160469667,23,96.4030395440684
"Indiana","Hendricks County",186387,93847,92540,83116,59.8958082679628,20.6,81.094711541041
"Indiana","Henry County",48929,25703,23226,20592,73.0040792540793,24,94.579901489914
"Indiana","Howard County",83831,40766,43065,38778,66.7156635205529,22.9,86.3904760768689
"Indiana","Huntington County",36781,18283,18498,17720,73.3069977426637,23,96.1664990076398
"Indiana","Jackson County",46460,23556,22904,18653,76.7865758859165,23.6,92.653895824365
"Indiana","Jasper County",33535,16790,16745,15821,76.3668541811516,22.4,96.8957805278068
"Indiana","Jay County",20032,10140,9892,8102,76.734139718588,23.3,97.1345846645367
"Indiana","Jefferson County",33056,16000,17056,14325,67.1134380453752,24.1,94.8360358180058
"Indiana","Jennings County",27622,14029,13593,11809,78.5248539249725,24.7,96.6403591340236
"Indiana","Johnson County",167819,83491,84328,77794,66.3135974496748,22,87.4078620418427
"Indiana","Knox County",36070,18377,17693,15105,74.3859649122807,23.5,93.224286110341
"Indiana","Kosciusko County",80364,40289,40075,34855,75.2058528188208,22.4,95.1520581354836
"Indiana","LaGrange County",40907,20904,20003,10408,77.565334358186,25.2,97.868335492703
"Indiana","Lake County",500598,243504,257094,209407,46.4502141762214,19.3,70.7587725080803
"Indiana","LaPorte County",111706,57960,53746,47529,56.2309326937238,21.7,84.5308219791238
"Indiana","Lawrence County",45084,22519,22565,21209,74.6381253241548,23.2,96.6329518232632
"Indiana","Madison County",132504,66815,65689,55716,62.5260248402613,25.3,87.5150938839582
"Indiana","Marion County",968460,469065,499395,351910,35.3292034895286,22.8,61.8392086405221
"Indiana","Marshall County",46352,23367,22985,19540,70.8137154554759,22.7,96.069209527097
"Indiana","Martin County",9897,5071,4826,4987,79.4265089232003,23,97.0900272809942
"Indiana","Miami County",35402,19277,16125,13977,76.3397009372541,22.4,91.0118072425287
"Indiana","Monroe County",139342,69297,70045,59099,35.5403644731721,24,85.625296034218
"Indiana","Montgomery County",38573,19671,18902,16572,73.1474776731837,22.7,95.87535322635
"Indiana","Morgan County",73227,36687,36540,35340,76.3016411997736,23.3,96.0560995261311
"Indiana","Newton County",13960,7122,6838,6601,77.7306468716861,23.1,95.945558739255
"Indiana","Noble County",47430,23954,23476,18962,74.9340786836832,22.7,96.1648745519713
"Indiana","Ohio County",6004,3028,2976,3091,77.030087350372,22.5,97.035309793471
"Indiana","Orange County",19638,9886,9752,8590,75.2852153667055,23.7,95.8753437213566
"Indiana","Owen County",21532,10884,10648,9875,74.5316455696203,23.2,96.6654281998885
"Indiana","Parke County",16484,7945,8539,6653,77.5289343153465,24.8,95.9839844697889
"Indiana","Perry County",19209,10555,8654,8666,64.0318486037388,22.9,94.1017231506065
"Indiana","Pike County",12106,6144,5962,6009,76.7182559494092,22.8,97.0840905336197
"Indiana","Porter County",175335,86875,88460,84877,54.3244930900008,20.6,90.8951435822853
"Indiana","Posey County",25040,12595,12445,12972,70.968239284613,22.7,96.3897763578275
"Indiana","Pulaski County",12385,6233,6152,5761,75.889602499566,22.8,96.0920468308438
"Indiana","Putnam County",37567,19892,17675,16731,75.1060904907059,23.5,92.7649266643597
"Indiana","Randolph County",24216,12124,12092,10547,75.9268038304731,23.7,96.6014205483978
"Indiana","Ripley County",29227,14780,14447,14384,80.1307007786429,23.2,96.958291990283
"Indiana","Rush County",16847,8337,8510,7655,75.9242325277596,23.8,96.5750578738054
"Indiana","St. Joseph County",272848,133330,139518,110419,48.5287858067905,21.3,78.8266727262065
"Indiana","Scott County",24657,12043,12614,10187,74.9288308628644,24.9,96.6257046680456
"Indiana","Shelby County",45231,22636,22595,19754,73.0889946339982,23.7,95.1316574915434
"Indiana","Spencer County",19910,10144,9766,10426,70.6311145213888,22.7,96.7001506780512
"Indiana","Starke County",23206,11669,11537,10478,75.2910860851308,24.7,97.0309402740671
"Indiana","Steuben County",34917,17941,16976,16354,70.2396967102849,22.5,96.2110146919838
"Indiana","Sullivan County",20757,11398,9359,8792,75.5118289353958,23.7,92.6819867996338
"Indiana","Switzerland County",10019,5226,4793,4257,77.9657035470989,24.4,96.7761253618126
"Indiana","Tippecanoe County",188792,96898,91894,66761,49.1050164017915,22.6,81.90548328319
"Indiana","Tipton County",15256,7693,7563,7976,74.5486459378134,22.2,96.0736759307813
"Indiana","Union County",6973,3471,3502,3493,77.2401946750644,22.9,96.2713322816578
"Indiana","Vanderburgh County",179810,87736,92074,73794,55.6359595631081,25.3,84.1716256048051
"Indiana","Vermillion County",15417,7745,7672,7256,71.3065049614112,23.4,96.8216903418304
"Indiana","Vigo County",106153,53449,52704,40877,58.0717763045233,23.2,87.6555537761533
"Indiana","Wabash County",30670,14998,15672,13955,74.7044070225726,22.8,96.0939028366482
"Indiana","Warren County",8518,4300,4218,4370,77.8489702517162,22.1,97.158957501761
"Indiana","Warrick County",65867,32534,33333,33082,64.3250105797715,21.6,92.6958871665629
"Indiana","Washington County",28205,14131,14074,12722,76.5524288633863,24.1,97.2097145896118
"Indiana","Wayne County",66127,32226,33901,26797,65.4028436018957,23.7,89.5972900630605
"Indiana","Wells County",28555,14244,14311,14100,78.0567375886525,22,96.3754158641219
"Indiana","White County",24917,12441,12476,11162,71.3940154094248,23.2,95.3686238311193
"Indiana","Whitley County",34742,17497,17245,17726,74.026853209974,23.5,96.5891428242473
"Iowa","Adair County",7389,3724,3665,4064,71.751968503937,16.6,96.3729868723779
"Iowa","Adams County",3544,1786,1758,2131,71.1872360394181,17.2,96.6986455981941
"Iowa","Allamakee County",14074,7205,6869,7303,66.5069149664521,16.8,95.2252380275686
"Iowa","Appanoose County",12119,6089,6030,6466,72.7497680173214,18,96.1382952388811
"Iowa","Audubon County",5534,2715,2819,3239,68.3544303797468,16.9,96.7293097217203
"Iowa","Benton County",25796,13026,12770,14470,65.9917069799585,17.7,96.6700263606761
"Iowa","Black Hawk County",130471,64329,66142,62653,48.7957480088743,18.3,83.2453188831235
"Iowa","Boone County",26590,13538,13052,15346,59.9439593379382,17.3,96.2015795411809
"Iowa","Bremer County",25307,12673,12634,14556,60.4492992580379,16.3,95.566444066859
"Iowa","Buchanan County",20691,10390,10301,10714,63.3750233339556,17.1,96.9261997970132
"Iowa","Buena Vista County",20567,10527,10040,7516,66.0191591271953,15.7,79.4087616084018
"Iowa","Butler County",14172,7162,7010,8027,72.0568082720817,16.9,96.5707027942422
"Iowa","Calhoun County",9763,5072,4691,5093,72.8058118986845,17.2,94.7864385946943
"Iowa","Carroll County",20522,10293,10229,11120,70.2697841726619,17.1,96.398986453562
"Iowa","Cass County",13130,6501,6629,7195,69.5899930507297,16.7,95.6207159177456
"Iowa","Cedar County",18302,9168,9134,10624,60.1468373493976,16.7,96.4484755764397
"Iowa","Cerro Gordo County",42406,20847,21559,22942,55.0387934792084,17.5,93.3806536810829
"Iowa","Cherokee County",11605,5833,5772,6089,72.2286089669897,16.8,95.4588539422663
"Iowa","Chickasaw County",11658,5948,5710,6230,67.9614767255217,16.5,97.0921255790015
"Iowa","Clarke County",9588,4900,4688,4459,70.4193765418255,17.9,94.0759282436379
"Iowa","Clay County",16511,8201,8310,8514,71.0241954428001,17.5,96.0026648900733
"Iowa","Clayton County",16969,8629,8340,9381,66.6773265110329,17.5,97.3068536743473
"Iowa","Clinton County",46158,22922,23236,23813,58.6402385251753,17.2,92.8961393474587
"Iowa","Crawford County",16013,8261,7752,6525,71.27969348659,16.3,90.3953038156498
"Iowa","Dallas County",111092,55155,55937,62633,51.6884070697556,16,88.4762179094804
"Iowa","Davis County",9169,4668,4501,3950,76.6329113924051,18.4,97.4479223470389
"Iowa","Decatur County",7665,3814,3851,3727,72.7394687416152,17.9,94.4292237442922
"Iowa","Delaware County",17600,8955,8645,10112,69.0664556962025,16.6,97.4943181818182
"Iowa","Des Moines County",38253,18842,19411,18998,56.8165070007369,16.7,88.3303270331739
"Iowa","Dickinson County",18056,9004,9052,11192,69.4692637598285,16.1,96.1619406291537
"Iowa","Dubuque County",98887,49113,49774,52566,53.6925008560667,16.5,91.6713015866595
"Iowa","Emmet County",9229,4726,4503,4786,71.5002089427497,16.8,93.8996641022863
"Iowa","Fayette County",19210,9744,9466,9817,64.4290516451054,17.3,95.0754815200416
"Iowa","Floyd County",15326,7653,7673,7625,62.216393442623,16.7,93.716560093958
"Iowa","Franklin County",9875,5036,4839,4885,70.2354145342886,17.5,95.179746835443
"Iowa","Fremont County",6458,3263,3195,3785,71.6248348745046,17.3,96.2372251471044
"Iowa","Greene County",8584,4292,4292,4874,65.8801805498564,16.9,96.0973904939422
"Iowa","Grundy County",12384,6200,6184,7131,70.088346655448,16.6,97.2706718346253
"Iowa","Guthrie County",10722,5384,5338,6514,68.2529935523488,16.5,96.7356836411117
"Iowa","Hamilton County",14729,7399,7330,7573,66.0768519741186,16.5,93.3260913843438
"Iowa","Hancock County",10615,5365,5250,5933,73.0827574582842,16.6,96.5991521431936
"Iowa","Hardin County",16463,8330,8133,8434,68.6506995494427,17,94.8004616412561
"Iowa","Harrison County",14670,7414,7256,7938,70.1184177374654,17.8,97.1370143149284
"Iowa","Henry County",19547,10217,9330,9574,67.2550658032171,17,92.7763851230368
"Iowa","Howard County",9376,4764,4612,4837,65.2677279305355,16.7,96.6830204778157
"Iowa","Humboldt County",9500,4744,4756,5067,74.4029998026446,17.4,96.4947368421053
"Iowa","Ida County",6833,3412,3421,3642,76.0845689181768,17.1,96.370554661203
"Iowa","Iowa County",16381,8331,8050,9617,63.0965997712384,17.5,96.8988462242842
"Iowa","Jackson County",19342,9766,9576,10782,65.6093489148581,17,95.817392203495
"Iowa","Jasper County",37919,19617,18302,20149,63.0353863715321,17.2,95.081621350774
"Iowa","Jefferson County",15440,8030,7410,8317,52.3385836239028,15.3,87.389896373057
"Iowa","Johnson County",157528,78204,79324,86068,30.3097550773807,19.8,81.9244832664669
"Iowa","Jones County",20900,11092,9808,10949,62.288793497123,17.1,94.9521531100478
"Iowa","Keokuk County",9914,5034,4880,5142,75.2430960715675,17.5,96.8125882590276
"Iowa","Kossuth County",14396,7263,7133,8376,71.4302769818529,16.5,96.1308696860239
"Iowa","Lee County",32565,16447,16118,16154,62.8451157608023,17.5,93.6342699216951
"Iowa","Linn County",228972,113172,115800,122369,44.32249997957,18.2,86.8154184791154
"Iowa","Louisa County",10513,5392,5121,5136,69.7819314641744,17.1,92.4664700846571
"Iowa","Lucas County",8747,4448,4299,4639,73.2916576848459,17.5,97.0618497770664
"Iowa","Lyon County",12324,6324,6000,6984,84.4644902634593,16.9,96.2593313859137
"Iowa","Madison County",16971,8472,8499,9995,68.6743371685843,17,96.8063166578281
"Iowa","Mahaska County",21874,11208,10666,10910,75.224564619615,18.2,94.2351650361159
"Iowa","Marion County",33770,17024,16746,19490,68.1836839404823,17.2,95.8069292271247
"Iowa","Marshall County",40014,20201,19813,17217,57.0076087587849,16.7,89.6061378517519
"Iowa","Mills County",14633,7331,7302,8223,68.965097896145,16.8,96.2823754527438
"Iowa","Mitchell County",10518,5298,5220,5757,64.894910543686,16.8,97.2047917855106
"Iowa","Monona County",8493,4170,4323,4616,72.1620450606586,17.1,94.9723301542447
"Iowa","Monroe County",7504,3777,3727,4146,74.8673420164014,17.6,96.6417910447761
"Iowa","Montgomery County",10139,4997,5142,5061,68.8796680497925,17.6,96.5972975638623
"Iowa","Muscatine County",42218,21195,21023,19695,56.6235085046966,17.5,92.8277038230139
"Iowa","O'Brien County",14012,7141,6871,7501,79.9626716437808,17.3,94.9971453040251
"Iowa","Osceola County",5978,3063,2915,3219,81.4849332090711,16.9,94.8310471729676
"Iowa","Page County",15014,8008,7006,7297,70.6180622173496,16.8,93.4727587584921
"Iowa","Palo Alto County",8810,4409,4401,4976,71.8649517684888,15.9,95.3121452894438
"Iowa","Plymouth County",25722,13038,12684,13931,76.527169621707,16.6,93.732991213747
"Iowa","Pocahontas County",6976,3454,3522,3573,76.3224181360201,16.8,94.1657110091743
"Iowa","Polk County",505255,251738,253517,255563,43.918720628573,17.7,83.6706217652473
"Iowa","Pottawattamie County",93179,46120,47059,44411,59.2983720249488,20.3,93.5790253168632
"Iowa","Poweshiek County",18453,9039,9414,9971,57.747467656203,17.9,94.1743889882404
"Iowa","Ringgold County",4642,2331,2311,2683,75.1024972046217,17.1,96.4670400689358
"Iowa","Sac County",9686,4878,4808,5448,75.2569750367107,17.1,96.1181086103655
"Iowa","Scott County",174270,86150,88120,89743,51.2307366591266,16.5,84.4717966374017
"Iowa","Shelby County",11806,5873,5933,6486,70.9219858156028,16.7,94.951719464679
"Iowa","Sioux County",36246,18243,18003,18881,85.0219797680208,15.7,96.3195938862219
"Iowa","Story County",98566,51603,46963,49200,44.0345528455285,16.2,86.9782683684029
"Iowa","Tama County",16833,8532,8301,8594,62.5901791947871,17.7,87.1858848690073
"Iowa","Taylor County",5924,3062,2862,3078,77.3554256010396,16.7,96.9277515192438
"Iowa","Union County",11906,5864,6042,5996,67.4449633088726,17.3,95.2712917856543
"Iowa","Van Buren County",7266,3691,3575,3622,76.891220320265,18.1,97.4814203137903
"Iowa","Wapello County",35166,17838,17328,14571,65.053874133553,17.4,87.6016606949895
"Iowa","Warren County",55205,27368,27837,32662,59.659543200049,17.3,95.8808078978353
"Iowa","Washington County",22560,11269,11291,11551,61.6310276166566,17.1,95.9264184397163
"Iowa","Wayne County",6557,3347,3210,3119,77.7813401731324,17.9,96.9803263687662
"Iowa","Webster County",36485,19096,17389,16706,64.9467257272836,17.7,90.1192270796218
"Iowa","Winnebago County",10571,5319,5252,5627,64.6170250577572,16.6,94.6457288809006
"Iowa","Winneshiek County",19815,10039,9776,11927,53.8861406891926,16.4,96.7448902346707
"Iowa","Woodbury County",105951,53289,52662,42674,60.8543844026808,17,84.086983605629
"Iowa","Worth County",7297,3741,3556,4278,63.4642356241234,17.2,96.2039194189393
"Iowa","Wright County",12656,6475,6181,5706,67.5254118471784,16.9,95.0774336283186
"Kansas","Allen County",12412,6159,6253,5600,71.9464285714286,19.4,92.3702868192072
"Kansas","Anderson County",7838,4006,3832,3791,79.0820364020047,19.2,95.1900995151825
"Kansas","Atchison County",16016,7820,8196,7255,67.6912474155755,19.9,90.8653846153846
"Kansas","Barber County",4071,2063,2008,2170,85.4377880184332,19.9,94.3994104642594
"Kansas","Barton County",24899,12416,12483,10570,77.6253547776727,19.1,94.2086027551307
"Kansas","Bourbon County",14408,7193,7215,6572,76.1259890444309,19.7,91.5949472515269
"Kansas","Brown County",9250,4608,4642,4258,72.9450446218882,19.5,85.0378378378378
"Kansas","Butler County",68632,35056,33576,32236,69.5681846382926,18.7,91.7618603566849
"Kansas","Chase County",2579,1349,1230,1462,74.5554035567716,18.2,94.6490887941062
"Kansas","Chautauqua County",3347,1753,1594,1527,85.0687622789784,19.6,86.1069614580221
"Kansas","Cherokee County",19054,9434,9620,8717,75.5305724446484,19.5,88.4801091634303
"Kansas","Cheyenne County",2636,1363,1273,1422,83.3333333333333,18,95.7511380880121
"Kansas","Clark County",1847,919,928,1014,85.5029585798817,18.1,93.3405522468868
"Kansas","Clay County",8007,4069,3938,4113,76.5864332603939,18.3,94.1925814911952
"Kansas","Cloud County",8854,4500,4354,4047,79.5156906350383,18.8,94.1608312627061
"Kansas","Coffey County",8251,4139,4112,4377,77.0162211560429,18.9,94.7521512543934
"Kansas","Comanche County",1655,803,852,874,83.1807780320366,18.2,95.5891238670695
"Kansas","Cowley County",34157,17141,17016,13505,69.3076638282118,19.3,88.1664080569137
"Kansas","Crawford County",38764,19327,19437,16334,61.7362556630342,20.4,90.7156124238985
"Kansas","Decatur County",2712,1381,1331,1452,83.8154269972452,17.8,95.0958702064897
"Kansas","Dickinson County",18445,9309,9136,9144,76.7060367454068,18.3,93.8899430740038
"Kansas","Doniphan County",7493,3807,3686,3577,81.0455689124965,19.7,91.5921526758308
"Kansas","Douglas County",120553,59870,60683,58041,30.190727244534,22,83.0854478942872
"Kansas","Edwards County",2733,1403,1330,1269,82.1118991331757,18.3,91.6941090376875
"Kansas","Elk County",2467,1253,1214,1338,83.9312406576981,19.3,92.0145926226186
"Kansas","Ellis County",28810,14574,14236,13511,72.1116127599734,18.7,93.9291912530371
"Kansas","Ellsworth County",6357,3670,2687,2758,75.3444525018129,17.8,90.5143935818783
"Kansas","Finney County",37466,19229,18237,10782,66.4626228900019,18.6,87.8796775743341
"Kansas","Ford County",33980,17621,16359,8224,68.2879377431907,17.9,91.3772807533844
"Kansas","Franklin County",26125,13227,12898,12708,69.0352533836953,19.9,93.799043062201
"Kansas","Geary County",35047,18418,16629,9163,57.7103568700207,19.3,69.9831654635204
"Kansas","Gove County",2735,1357,1378,1396,87.8939828080229,17.9,96.9652650822669
"Kansas","Graham County",2376,1206,1170,1287,81.973581973582,18.4,90.0252525252525
"Kansas","Grant County",7147,3659,3488,2220,80.7657657657658,17.7,93.0600251853925
"Kansas","Gray County",5743,2932,2811,2193,83.7665298677611,18.6,94.8110743513843
"Kansas","Greeley County",1181,588,593,593,86.0033726812816,18.6,96.4436917866215
"Kansas","Greenwood County",5870,2993,2877,2884,79.7156726768377,18.7,93.8160136286201
"Kansas","Hamilton County",2437,1298,1139,815,82.3312883435583,18.6,91.2187115305704
"Kansas","Harper County",5435,2780,2655,2555,81.0958904109589,19,93.8914443422263
"Kansas","Harvey County",33504,16665,16839,16086,59.6232748974263,18.9,93.0635148042025
"Kansas","Haskell County",3630,1841,1789,1278,81.7683881064163,19.4,93.9669421487603
"Kansas","Hodgeman County",1655,864,791,966,84.575569358178,17.2,91.178247734139
"Kansas","Jackson County",13368,6794,6574,6474,70.389249304912,19,86.0487731897068
"Kansas","Jefferson County",18327,9323,9004,9927,67.4322554648937,18.5,95.165602662738
"Kansas","Jewell County",2847,1464,1383,1574,87.0393900889454,18.1,97.1548998946259
"Kansas","Johnson County",622237,307522,314715,343780,44.8679387980685,16.7,85.9939219300685
"Kansas","Kearny County",3823,1937,1886,1301,83.1667947732513,19.2,92.8851687156683
"Kansas","Kingman County",7066,3589,3477,3947,79.0220420572587,17.9,95.5986413812624
"Kansas","Kiowa County",2374,1186,1188,1107,85.0045167118338,18.9,92.5021061499579
"Kansas","Labette County",19728,9956,9772,7921,68.2994571392501,20.2,88.2147201946472
"Kansas","Lane County",1529,761,768,843,84.1043890865955,18.3,93.7213865271419
"Kansas","Leavenworth County",83518,44433,39085,36547,60.3469505020932,19.5,84.8499724610264
"Kansas","Lincoln County",2920,1502,1418,1507,81.8181818181818,18.4,96.027397260274
"Kansas","Linn County",9860,4994,4866,5016,81.5988835725678,19.8,94.7971602434077
"Kansas","Logan County",2665,1377,1288,1400,84.7142857142857,19.8,94.108818011257
"Kansas","Lyon County",32172,15778,16394,13256,56.2914906457453,19.2,90.8554022131046
"Kansas","McPherson County",30091,14943,15148,14104,69.5972773681225,17.9,94.3637632514705
"Kansas","Marion County",11690,5876,5814,5870,73.458262350937,18.8,94.7818648417451
"Kansas","Marshall County",9933,5055,4878,4968,73.3494363929147,18.2,95.7213329306353
"Kansas","Meade County",3911,2032,1879,1695,84.188790560472,18.9,93.5566351316799
"Kansas","Miami County",35320,17757,17563,18685,68.7931495852288,18.4,94.6800679501699
"Kansas","Mitchell County",5719,2943,2776,3172,82.219419924338,19.2,96.3105438013639
"Kansas","Montgomery County",30568,15209,15359,12441,74.6483401655815,19.5,85.1249672860508
"Kansas","Morris County",5334,2672,2662,2792,72.3853868194842,18.2,94.9756280464942
"Kansas","Morton County",2580,1276,1304,1060,85.7547169811321,18.6,91.2790697674419
"Kansas","Nemaha County",10114,5194,4920,5620,82.8291814946619,17.8,96.2527190033617
"Kansas","Neosho County",15420,7757,7663,6784,73.1279481132076,18.9,93.6381322957198
"Kansas","Ness County",2618,1283,1335,1363,88.4079236977256,17.9,94.6906035141329
"Kansas","Norton County",5330,3050,2280,2270,82.9074889867841,17.9,91.6885553470919
"Kansas","Osage County",15824,8009,7815,7892,72.681196147998,20.2,95.5447421638018
"Kansas","Osborne County",3427,1729,1698,1774,83.2581736189402,18.5,94.4849722789612
"Kansas","Ottawa County",5818,3018,2800,3003,82.4175824175824,18.4,95.6342385699553
"Kansas","Pawnee County",6126,3400,2726,2675,74.8785046728972,18.6,88.6385896180215
"Kansas","Phillips County",4761,2413,2348,2747,85.7662904987259,18.3,95.442134005461
"Kansas","Pottawatomie County",26382,13289,13093,13472,72.8251187648456,17.9,93.632021833068
"Kansas","Pratt County",9082,4599,4483,4082,74.8162665360118,18.9,93.3715040739925
"Kansas","Rawlins County",2463,1240,1223,1403,85.1033499643621,17.9,95.4120990661795
"Kansas","Reno County",61497,31109,30388,26940,66.2472160356348,19.5,92.0093663105517
"Kansas","Republic County",4627,2316,2311,2443,81.9074907900123,17.9,95.7207693970175
"Kansas","Rice County",9260,4705,4555,3966,77.4836106908724,19,92.5269978401728
"Kansas","Riley County",71402,37991,33411,24313,47.8344918356435,18.8,83.3169939217389
"Kansas","Rooks County",4778,2379,2399,2534,84.9644830307814,18.6,94.2025952281289
"Kansas","Rush County",2830,1453,1377,1606,81.8804483188045,17.9,96.0070671378092
"Kansas","Russell County",6723,3387,3336,3301,79.7334141169343,18.5,93.7676632455749
"Kansas","Saline County",53098,26466,26632,23226,64.8798760010333,20.2,89.8225921880297
"Kansas","Scott County",4922,2545,2377,2135,86.3231850117096,18.6,95.2052011377489
"Kansas","Sedgwick County",528469,262461,266008,214152,56.0900668683925,19.2,80.5693427618271
"Kansas","Seward County",21067,10800,10267,4565,68.630887185104,17.4,90.1931931456781
"Kansas","Shawnee County",177746,86562,91184,81819,48.7674012148767,20,83.6722064068952
"Kansas","Sheridan County",2423,1221,1202,1373,89.5120174799709,17.5,96.1205117622782
"Kansas","Sherman County",5844,2974,2870,2593,83.3397608947165,18.5,94.678302532512
"Kansas","Smith County",3590,1802,1788,2006,83.4995014955135,17.5,95.2924791086351
"Kansas","Stafford County",3909,1984,1925,1909,81.0895756940807,18.6,93.6812484011256
"Kansas","Stanton County",1901,929,972,664,80.8734939759036,18,91.8990005260389
"Kansas","Stevens County",5077,2491,2586,1835,86.9209809264305,18.9,94.4061453614339
"Kansas","Sumner County",22334,11292,11042,10549,74.0354535974974,19.7,93.3240798782126
"Kansas","Thomas County",7865,3913,3952,3664,82.0687772925764,19.3,94.8887476160203
"Kansas","Trego County",2731,1366,1365,1587,84.6250787649653,18.8,96.2651043573782
"Kansas","Wabaunsee County",7057,3596,3461,3836,73.4098018769552,18.3,94.4310613575174
"Kansas","Wallace County",1509,734,775,748,91.7112299465241,17.7,95.2948972829688
"Kansas","Washington County",5504,2803,2701,2700,83.8148148148148,18,96.7114825581395
"Kansas","Wichita County",2082,1134,948,860,86.046511627907,17.2,94.8607108549472
"Kansas","Wilson County",8382,4204,4178,3603,80.3219539272828,19.6,93.8558816511572
"Kansas","Woodson County",3115,1580,1535,1506,80.0132802124834,19,94.8635634028893
"Kansas","Wyandotte County",165281,83018,82263,50602,37.2850875459468,18.6,67.8795505835516
"Kentucky","Adair County",19264,9559,9705,8971,85.1967450674395,26.1,94.0303156146179
"Kentucky","Allen County",21788,10822,10966,9418,83.0749628371204,25.9,96.0391040939967
"Kentucky","Anderson County",24613,12260,12353,13090,73.720397249809,25.1,94.67760939341
"Kentucky","Ballard County",7582,3766,3816,4088,81.4823874755382,25,92.5481403323661
"Kentucky","Barren County",45008,21968,23040,19799,75.8573665336633,26.4,92.2102737291148
"Kentucky","Bath County",12975,6506,6469,5389,74.9860827611802,26.4,96.3005780346821
"Kentucky","Bell County",23317,11532,11785,9337,83.8706222555425,27.7,93.8499807007763
"Kentucky","Boone County",140496,70122,70374,67382,67.7480632809949,21.7,88.7868693770641
"Kentucky","Bourbon County",20134,9970,10164,9535,65.9045621394861,24.5,90.6277937816629
"Kentucky","Boyd County",47826,23966,23860,20951,68.555200229106,25.6,94.141262075022
